id,name,type,desc,atk,def,level,race,attribute,archetype,banlist_info.ban_tcg,banlist_info.ban_ocg,banlist_info.ban_goat,card_sets_set_name,card_sets_set_code,card_sets_set_rarity,card_sets_set_rarity_code,card_sets_set_price,card_images_id,card_images_image_url,card_images_image_url_small,card_prices_cardmarket_price,card_prices_tcgplayer_price,card_prices_ebay_price,card_prices_amazon_price,card_prices_coolstuffinc_price
33396948,Exodia the Forbidden One,Effect Monster,"If you have ""Right Leg of the Forbidden One"", ""Left Leg of the Forbidden One"", ""Right Arm of the Forbidden One"" and ""Left Arm of the Forbidden One"" in addition to this card in your hand, you win the Duel.",1000.0,1000.0,3.0,Spellcaster,DARK,Exodia,Limited,Limited,Limited,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN306,Secret Rare,(ScR),30.52,33396948,https://images.ygoprodeck.com/images/cards/33396948.jpg,https://images.ygoprodeck.com/images/cards_small/33396948.jpg,0.46,0.83,24.98,1.29,29.99
33396948,Exodia the Forbidden One,Effect Monster,"If you have ""Right Leg of the Forbidden One"", ""Left Leg of the Forbidden One"", ""Right Arm of the Forbidden One"" and ""Left Arm of the Forbidden One"" in addition to this card in your hand, you win the Duel.",1000.0,1000.0,3.0,Spellcaster,DARK,Exodia,Limited,Limited,Limited,Legendary Decks II,LDK2-ENY04,Common,(C),4.8,33396948,https://images.ygoprodeck.com/images/cards/33396948.jpg,https://images.ygoprodeck.com/images/cards_small/33396948.jpg,0.46,0.83,24.98,1.29,29.99
33396948,Exodia the Forbidden One,Effect Monster,"If you have ""Right Leg of the Forbidden One"", ""Left Leg of the Forbidden One"", ""Right Arm of the Forbidden One"" and ""Left Arm of the Forbidden One"" in addition to this card in your hand, you win the Duel.",1000.0,1000.0,3.0,Spellcaster,DARK,Exodia,Limited,Limited,Limited,Master Collection Volume 1,MC1-EN001,Secret Rare,(ScR),14.46,33396948,https://images.ygoprodeck.com/images/cards/33396948.jpg,https://images.ygoprodeck.com/images/cards_small/33396948.jpg,0.46,0.83,24.98,1.29,29.99
33396948,Exodia the Forbidden One,Effect Monster,"If you have ""Right Leg of the Forbidden One"", ""Left Leg of the Forbidden One"", ""Right Arm of the Forbidden One"" and ""Left Arm of the Forbidden One"" in addition to this card in your hand, you win the Duel.",1000.0,1000.0,3.0,Spellcaster,DARK,Exodia,Limited,Limited,Limited,Maximum Gold: El Dorado,MGED-EN005,Premium Gold Rare,(PG),0,33396948,https://images.ygoprodeck.com/images/cards/33396948.jpg,https://images.ygoprodeck.com/images/cards_small/33396948.jpg,0.46,0.83,24.98,1.29,29.99
33396948,Exodia the Forbidden One,Effect Monster,"If you have ""Right Leg of the Forbidden One"", ""Left Leg of the Forbidden One"", ""Right Arm of the Forbidden One"" and ""Left Arm of the Forbidden One"" in addition to this card in your hand, you win the Duel.",1000.0,1000.0,3.0,Spellcaster,DARK,Exodia,Limited,Limited,Limited,Maximum Gold: El Dorado,MGED-EN005,Premium Gold Rare,(PG),3.4,33396948,https://images.ygoprodeck.com/images/cards/33396948.jpg,https://images.ygoprodeck.com/images/cards_small/33396948.jpg,0.46,0.83,24.98,1.29,29.99
33396948,Exodia the Forbidden One,Effect Monster,"If you have ""Right Leg of the Forbidden One"", ""Left Leg of the Forbidden One"", ""Right Arm of the Forbidden One"" and ""Left Arm of the Forbidden One"" in addition to this card in your hand, you win the Duel.",1000.0,1000.0,3.0,Spellcaster,DARK,Exodia,Limited,Limited,Limited,Premium Gold: Return of the Bling,PGL2-EN026,Gold Rare,(GUR),9.51,33396948,https://images.ygoprodeck.com/images/cards/33396948.jpg,https://images.ygoprodeck.com/images/cards_small/33396948.jpg,0.46,0.83,24.98,1.29,29.99
33396948,Exodia the Forbidden One,Effect Monster,"If you have ""Right Leg of the Forbidden One"", ""Left Leg of the Forbidden One"", ""Right Arm of the Forbidden One"" and ""Left Arm of the Forbidden One"" in addition to this card in your hand, you win the Duel.",1000.0,1000.0,3.0,Spellcaster,DARK,Exodia,Limited,Limited,Limited,Retro Pack,RP01-EN021,Ultra Rare,(UR),0.00,33396948,https://images.ygoprodeck.com/images/cards/33396948.jpg,https://images.ygoprodeck.com/images/cards_small/33396948.jpg,0.46,0.83,24.98,1.29,29.99
33396948,Exodia the Forbidden One,Effect Monster,"If you have ""Right Leg of the Forbidden One"", ""Left Leg of the Forbidden One"", ""Right Arm of the Forbidden One"" and ""Left Arm of the Forbidden One"" in addition to this card in your hand, you win the Duel.",1000.0,1000.0,3.0,Spellcaster,DARK,Exodia,Limited,Limited,Limited,The Lost Art Promotion D,LART-EN004,Ultra Rare,(UR),42.75,33396948,https://images.ygoprodeck.com/images/cards/33396948.jpg,https://images.ygoprodeck.com/images/cards_small/33396948.jpg,0.46,0.83,24.98,1.29,29.99
33396948,Exodia the Forbidden One,Effect Monster,"If you have ""Right Leg of the Forbidden One"", ""Left Leg of the Forbidden One"", ""Right Arm of the Forbidden One"" and ""Left Arm of the Forbidden One"" in addition to this card in your hand, you win the Duel.",1000.0,1000.0,3.0,Spellcaster,DARK,Exodia,Limited,Limited,Limited,Yu-Gi-Oh! Dark Duel Stories promotional cards,DDS-003,Prismatic Secret Rare,(PScR),775.93,33396948,https://images.ygoprodeck.com/images/cards/33396948.jpg,https://images.ygoprodeck.com/images/cards_small/33396948.jpg,0.46,0.83,24.98,1.29,29.99
33396948,Exodia the Forbidden One,Effect Monster,"If you have ""Right Leg of the Forbidden One"", ""Left Leg of the Forbidden One"", ""Right Arm of the Forbidden One"" and ""Left Arm of the Forbidden One"" in addition to this card in your hand, you win the Duel.",1000.0,1000.0,3.0,Spellcaster,DARK,Exodia,Limited,Limited,Limited,Yu-Gi-Oh! GX Ultimate Beginner's Pack,UBP1-EN005,Secret Rare,(ScR),834.09,33396948,https://images.ygoprodeck.com/images/cards/33396948.jpg,https://images.ygoprodeck.com/images/cards_small/33396948.jpg,0.46,0.83,24.98,1.29,29.99
33396948,Exodia the Forbidden One,Effect Monster,"If you have ""Right Leg of the Forbidden One"", ""Left Leg of the Forbidden One"", ""Right Arm of the Forbidden One"" and ""Left Arm of the Forbidden One"" in addition to this card in your hand, you win the Duel.",1000.0,1000.0,3.0,Spellcaster,DARK,Exodia,Limited,Limited,Limited,Yugi's Legendary Decks,YGLD-ENA17,Ultra Rare,(UR),6.26,33396948,https://images.ygoprodeck.com/images/cards/33396948.jpg,https://images.ygoprodeck.com/images/cards_small/33396948.jpg,0.46,0.83,24.98,1.29,29.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,2016 Mega-Tins,CT13-EN003,Ultra Rare,(UR),6.97,46986421,https://images.ygoprodeck.com/images/cards/46986421.jpg,https://images.ygoprodeck.com/images/cards_small/46986421.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,2016 Mega-Tins,CT13-EN003,Ultra Rare,(UR),6.97,46986420,https://images.ygoprodeck.com/images/cards/46986420.jpg,https://images.ygoprodeck.com/images/cards_small/46986420.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,2016 Mega-Tins,CT13-EN003,Ultra Rare,(UR),6.97,46986414,https://images.ygoprodeck.com/images/cards/46986414.jpg,https://images.ygoprodeck.com/images/cards_small/46986414.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,2016 Mega-Tins,CT13-EN003,Ultra Rare,(UR),6.97,46986415,https://images.ygoprodeck.com/images/cards/46986415.jpg,https://images.ygoprodeck.com/images/cards_small/46986415.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,2016 Mega-Tins,CT13-EN003,Ultra Rare,(UR),6.97,46986416,https://images.ygoprodeck.com/images/cards/46986416.jpg,https://images.ygoprodeck.com/images/cards_small/46986416.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,2016 Mega-Tins,CT13-EN003,Ultra Rare,(UR),6.97,46986417,https://images.ygoprodeck.com/images/cards/46986417.jpg,https://images.ygoprodeck.com/images/cards_small/46986417.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,2016 Mega-Tins,CT13-EN003,Ultra Rare,(UR),6.97,46986418,https://images.ygoprodeck.com/images/cards/46986418.jpg,https://images.ygoprodeck.com/images/cards_small/46986418.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,2016 Mega-Tins,CT13-EN003,Ultra Rare,(UR),6.97,46986419,https://images.ygoprodeck.com/images/cards/46986419.jpg,https://images.ygoprodeck.com/images/cards_small/46986419.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,2016 Mega-Tins,CT13-EN003,Ultra Rare,(UR),6.97,36996508,https://images.ygoprodeck.com/images/cards/36996508.jpg,https://images.ygoprodeck.com/images/cards_small/36996508.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,2017 Mega-Tins,CT14-EN001,Secret Rare,(ScR),9.66,46986421,https://images.ygoprodeck.com/images/cards/46986421.jpg,https://images.ygoprodeck.com/images/cards_small/46986421.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,2017 Mega-Tins,CT14-EN001,Secret Rare,(ScR),9.66,46986420,https://images.ygoprodeck.com/images/cards/46986420.jpg,https://images.ygoprodeck.com/images/cards_small/46986420.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,2017 Mega-Tins,CT14-EN001,Secret Rare,(ScR),9.66,46986414,https://images.ygoprodeck.com/images/cards/46986414.jpg,https://images.ygoprodeck.com/images/cards_small/46986414.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,2017 Mega-Tins,CT14-EN001,Secret Rare,(ScR),9.66,46986415,https://images.ygoprodeck.com/images/cards/46986415.jpg,https://images.ygoprodeck.com/images/cards_small/46986415.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,2017 Mega-Tins,CT14-EN001,Secret Rare,(ScR),9.66,46986416,https://images.ygoprodeck.com/images/cards/46986416.jpg,https://images.ygoprodeck.com/images/cards_small/46986416.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,2017 Mega-Tins,CT14-EN001,Secret Rare,(ScR),9.66,46986417,https://images.ygoprodeck.com/images/cards/46986417.jpg,https://images.ygoprodeck.com/images/cards_small/46986417.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,2017 Mega-Tins,CT14-EN001,Secret Rare,(ScR),9.66,46986418,https://images.ygoprodeck.com/images/cards/46986418.jpg,https://images.ygoprodeck.com/images/cards_small/46986418.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,2017 Mega-Tins,CT14-EN001,Secret Rare,(ScR),9.66,46986419,https://images.ygoprodeck.com/images/cards/46986419.jpg,https://images.ygoprodeck.com/images/cards_small/46986419.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,2017 Mega-Tins,CT14-EN001,Secret Rare,(ScR),9.66,36996508,https://images.ygoprodeck.com/images/cards/36996508.jpg,https://images.ygoprodeck.com/images/cards_small/36996508.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Booster Pack Collectors Tins 2002,BPT-001,Secret Rare,(ScR),63.01,46986421,https://images.ygoprodeck.com/images/cards/46986421.jpg,https://images.ygoprodeck.com/images/cards_small/46986421.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Booster Pack Collectors Tins 2002,BPT-001,Secret Rare,(ScR),63.01,46986420,https://images.ygoprodeck.com/images/cards/46986420.jpg,https://images.ygoprodeck.com/images/cards_small/46986420.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Booster Pack Collectors Tins 2002,BPT-001,Secret Rare,(ScR),63.01,46986414,https://images.ygoprodeck.com/images/cards/46986414.jpg,https://images.ygoprodeck.com/images/cards_small/46986414.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Booster Pack Collectors Tins 2002,BPT-001,Secret Rare,(ScR),63.01,46986415,https://images.ygoprodeck.com/images/cards/46986415.jpg,https://images.ygoprodeck.com/images/cards_small/46986415.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Booster Pack Collectors Tins 2002,BPT-001,Secret Rare,(ScR),63.01,46986416,https://images.ygoprodeck.com/images/cards/46986416.jpg,https://images.ygoprodeck.com/images/cards_small/46986416.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Booster Pack Collectors Tins 2002,BPT-001,Secret Rare,(ScR),63.01,46986417,https://images.ygoprodeck.com/images/cards/46986417.jpg,https://images.ygoprodeck.com/images/cards_small/46986417.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Booster Pack Collectors Tins 2002,BPT-001,Secret Rare,(ScR),63.01,46986418,https://images.ygoprodeck.com/images/cards/46986418.jpg,https://images.ygoprodeck.com/images/cards_small/46986418.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Booster Pack Collectors Tins 2002,BPT-001,Secret Rare,(ScR),63.01,46986419,https://images.ygoprodeck.com/images/cards/46986419.jpg,https://images.ygoprodeck.com/images/cards_small/46986419.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Booster Pack Collectors Tins 2002,BPT-001,Secret Rare,(ScR),63.01,36996508,https://images.ygoprodeck.com/images/cards/36996508.jpg,https://images.ygoprodeck.com/images/cards_small/36996508.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Collectible Tins 2003,BPT-007,Secret Rare,(ScR),19.08,46986421,https://images.ygoprodeck.com/images/cards/46986421.jpg,https://images.ygoprodeck.com/images/cards_small/46986421.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Collectible Tins 2003,BPT-007,Secret Rare,(ScR),19.08,46986420,https://images.ygoprodeck.com/images/cards/46986420.jpg,https://images.ygoprodeck.com/images/cards_small/46986420.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Collectible Tins 2003,BPT-007,Secret Rare,(ScR),19.08,46986414,https://images.ygoprodeck.com/images/cards/46986414.jpg,https://images.ygoprodeck.com/images/cards_small/46986414.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Collectible Tins 2003,BPT-007,Secret Rare,(ScR),19.08,46986415,https://images.ygoprodeck.com/images/cards/46986415.jpg,https://images.ygoprodeck.com/images/cards_small/46986415.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Collectible Tins 2003,BPT-007,Secret Rare,(ScR),19.08,46986416,https://images.ygoprodeck.com/images/cards/46986416.jpg,https://images.ygoprodeck.com/images/cards_small/46986416.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Collectible Tins 2003,BPT-007,Secret Rare,(ScR),19.08,46986417,https://images.ygoprodeck.com/images/cards/46986417.jpg,https://images.ygoprodeck.com/images/cards_small/46986417.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Collectible Tins 2003,BPT-007,Secret Rare,(ScR),19.08,46986418,https://images.ygoprodeck.com/images/cards/46986418.jpg,https://images.ygoprodeck.com/images/cards_small/46986418.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Collectible Tins 2003,BPT-007,Secret Rare,(ScR),19.08,46986419,https://images.ygoprodeck.com/images/cards/46986419.jpg,https://images.ygoprodeck.com/images/cards_small/46986419.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Collectible Tins 2003,BPT-007,Secret Rare,(ScR),19.08,36996508,https://images.ygoprodeck.com/images/cards/36996508.jpg,https://images.ygoprodeck.com/images/cards_small/36996508.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Dark Beginning 1,DB1-EN102,Ultra Rare,(UR),25.2,46986421,https://images.ygoprodeck.com/images/cards/46986421.jpg,https://images.ygoprodeck.com/images/cards_small/46986421.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Dark Beginning 1,DB1-EN102,Ultra Rare,(UR),25.2,46986420,https://images.ygoprodeck.com/images/cards/46986420.jpg,https://images.ygoprodeck.com/images/cards_small/46986420.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Dark Beginning 1,DB1-EN102,Ultra Rare,(UR),25.2,46986414,https://images.ygoprodeck.com/images/cards/46986414.jpg,https://images.ygoprodeck.com/images/cards_small/46986414.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Dark Beginning 1,DB1-EN102,Ultra Rare,(UR),25.2,46986415,https://images.ygoprodeck.com/images/cards/46986415.jpg,https://images.ygoprodeck.com/images/cards_small/46986415.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Dark Beginning 1,DB1-EN102,Ultra Rare,(UR),25.2,46986416,https://images.ygoprodeck.com/images/cards/46986416.jpg,https://images.ygoprodeck.com/images/cards_small/46986416.jpg,0.02,0.54,10.95,14.45,4.99
46986421,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500.0,2100.0,7.0,Spellcaster,DARK,Dark Magician,,,,Dark Beginning 1,DB1-EN102,Ultra Rare,(UR),25.2,46986417,https://images.ygoprodeck.com/images/cards/46986417.jpg,https://images.ygoprodeck.com/images/cards_small/46986417.jpg,0.02,0.54,10.95,14.45,4.99
